Device Name,Device ID,Positioning Type,Speed,Alert Starting Time,Alert Ending Time,Alert Duration,Alert Type,Coordinates,SUMMARY,Source_File,Speed_kmh,Duration_seconds,Hour,DayOfWeek,Longitude,Latitude
KDV 176A - Probox,2.91079E+11,GPS,85 km/h,5/5/2026 12:36,5/5/2026 12:37,17 s,Seatbelt Detection,37.070456/-1.282659,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,85,17,12,Tuesday,37.070456,-1.282659
KDV 176A - Probox,2.91079E+11,GPS,83 km/h,5/5/2026 12:36,5/5/2026 12:36,17 s,Seatbelt Detection,37.074954/-1.282506,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,83,17,12,Tuesday,37.074954,-1.282506
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 4:07,5/5/2026 4:07,17 s,High-Speed Warning,37.338353/-1.300628,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,17,4,Tuesday,37.338353,-1.300628
KDV 176A - Probox,2.91079E+11,GPS,55 km/h,5/5/2026 3:45,5/5/2026 3:46,17 s,Seatbelt Detection,37.357994/-1.36526,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,55,17,3,Tuesday,37.357994,-1.36526
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/5/2026 2:07,5/5/2026 2:07,17 s,High-Speed Warning,36.977351/-1.27046,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,17,2,Tuesday,36.977351,-1.27046
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,50 km/h,5/9/2026 8:11,5/9/2026 8:11,18 s,Seatbelt Detection,35.880128/-0.221382,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,50,18,8,Saturday,35.880128,-0.221382
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,29 km/h,5/9/2026 7:12,5/9/2026 7:12,18 s,Seatbelt Detection,36.118556/-0.291369,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,29,18,7,Saturday,36.118556,-0.291369
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,33 km/h,5/8/2026 19:22,5/8/2026 19:22,18 s,Seatbelt Detection,36.190311/-0.353748,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,33,18,19,Friday,36.190311,-0.353748
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,33 km/h,5/8/2026 18:54,5/8/2026 18:54,18 s,Seatbelt Detection,36.293242/-0.476055,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,33,18,18,Friday,36.293242,-0.476055
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,70 km/h,5/4/2026 18:30,5/4/2026 18:30,18 s,Seatbelt Detection,36.748177/-1.32606,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,70,18,18,Monday,36.748177,-1.32606
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,73 km/h,5/4/2026 18:18,5/4/2026 18:18,18 s,Seatbelt Detection,36.661068/-1.261087,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,73,18,18,Monday,36.661068,-1.261087
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,69 km/h,5/4/2026 16:44,5/4/2026 16:45,18 s,Seatbelt Detection,36.294673/-1.08693,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,69,18,16,Monday,36.294673,-1.08693
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,65 km/h,5/4/2026 16:42,5/4/2026 16:42,18 s,Seatbelt Detection,36.275436/-1.098022,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,65,18,16,Monday,36.275436,-1.098022
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,69 km/h,5/4/2026 16:10,5/4/2026 16:11,18 s,Seatbelt Detection,36.041092/-1.106905,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,69,18,16,Monday,36.041092,-1.106905
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,36 km/h,5/4/2026 14:36,5/4/2026 14:37,18 s,Seatbelt Detection,35.879678/-1.089487,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,36,18,14,Monday,35.879678,-1.089487
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,60 km/h,5/4/2026 14:29,5/4/2026 14:29,18 s,Seatbelt Detection,35.846198/-1.100401,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,60,18,14,Monday,35.846198,-1.100401
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,60 km/h,5/4/2026 14:27,5/4/2026 14:27,18 s,Seatbelt Detection,35.831234/-1.098652,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,60,18,14,Monday,35.831234,-1.098652
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,67 km/h,5/4/2026 14:26,5/4/2026 14:27,18 s,Seatbelt Detection,35.828919/-1.096303,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,67,18,14,Monday,35.828919,-1.096303
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,56 km/h,5/4/2026 11:16,5/4/2026 11:16,18 s,Seatbelt Detection,35.248155/-0.767574,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,56,18,11,Monday,35.248155,-0.767574
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,60 km/h,5/4/2026 10:59,5/4/2026 11:00,18 s,Seatbelt Detection,35.163679/-0.733839,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,60,18,10,Monday,35.163679,-0.733839
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,62 km/h,5/4/2026 10:59,5/4/2026 10:59,18 s,Seatbelt Detection,35.161549/-0.731235,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,62,18,10,Monday,35.161549,-0.731235
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,54 km/h,5/4/2026 7:48,5/4/2026 7:48,18 s,Seatbelt Detection,34.60022/-0.60935,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,54,18,7,Monday,34.60022,-0.60935
KCV 947X - Probox,2.91073E+11,GPS,95 km/h,5/9/2026 3:39,5/9/2026 3:39,18 s,High-Speed Warning,36.712603/-1.219547,Within Limit,KCV 947X - 04.05.2026-10.05.2026.xlsx,95,18,3,Saturday,36.712603,-1.219547
KCV 947X - Probox,2.91073E+11,GPS,86 km/h,5/4/2026 16:22,5/4/2026 16:22,18 s,Smoking Detection,36.677801/-1.243601,Invalid,KCV 947X - 04.05.2026-10.05.2026.xlsx,86,18,16,Monday,36.677801,-1.243601
KCZ 474B - Toyota Probox,2.91072E+11,GPS,56 km/h,5/7/2026 21:40,5/7/2026 21:40,18 s,Seatbelt Detection,34.734925/-0.078154,Invalid,KCZ 474B - 04.05.2026-10.05.2026.xlsx,56,18,21,Thursday,34.734925,-0.078154
KCZ 474B - Toyota Probox,2.91072E+11,GPS,57 km/h,5/6/2026 21:32,5/6/2026 21:33,18 s,Seatbelt Detection,34.758073/-0.080012,Invalid,KCZ 474B - 04.05.2026-10.05.2026.xlsx,57,18,21,Wednesday,34.758073,-0.080012
KCZ 474B - Toyota Probox,2.91072E+11,GPS,35 km/h,5/6/2026 20:38,5/6/2026 20:39,18 s,Seatbelt Detection,34.568927/0.091968,Invalid,KCZ 474B - 04.05.2026-10.05.2026.xlsx,35,18,20,Wednesday,34.568927,0.091968
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,68 km/h,5/9/2026 2:00,5/9/2026 2:01,18 s,Fatigue Warning,34.774628/-0.694374,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,68,18,2,Saturday,34.774628,-0.694374
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,45 km/h,5/6/2026 17:43,5/6/2026 17:43,18 s,Fatigue Warning,34.79104/-0.77073,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,45,18,17,Wednesday,34.79104,-0.77073
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,52 km/h,5/6/2026 16:58,5/6/2026 16:58,18 s,Seatbelt Detection,34.877185/-0.996531,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,52,18,16,Wednesday,34.877185,-0.996531
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,71 km/h,5/5/2026 22:19,5/5/2026 22:19,18 s,Fatigue Warning,34.591343/-0.816198,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,71,18,22,Tuesday,34.591343,-0.816198
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 17:07,5/9/2026 17:08,18 s,High-Speed Warning,36.929855/-1.189916,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,18,17,Saturday,36.929855,-1.189916
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 2:48,5/9/2026 2:48,18 s,High-Speed Warning,37.122546/-0.907917,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,18,2,Saturday,37.122546,-0.907917
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/8/2026 12:11,5/8/2026 12:12,18 s,High-Speed Warning,36.930285/-1.189662,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,18,12,Friday,36.930285,-1.189662
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/7/2026 17:26,5/7/2026 17:26,18 s,High-Speed Warning,36.940747/-1.178404,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,18,17,Thursday,36.940747,-1.178404
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 18:13,5/6/2026 18:14,18 s,High-Speed Warning,37.007623/-1.121259,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,18,18,Wednesday,37.007623,-1.121259
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 16:51,5/6/2026 16:51,18 s,High-Speed Warning,37.114294/-0.954009,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,18,16,Wednesday,37.114294,-0.954009
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 9:11,5/6/2026 9:12,18 s,High-Speed Warning,37.302802/-0.753263,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,18,9,Wednesday,37.302802,-0.753263
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 9:07,5/6/2026 9:07,18 s,High-Speed Warning,37.270825/-0.770765,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,18,9,Wednesday,37.270825,-0.770765
KDS 789W - Fuso,2.91072E+11,GPS,69 km/h,5/8/2026 13:57,5/8/2026 13:57,18 s,High-Speed Warning,36.775939/-1.259174,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,69,18,13,Friday,36.775939,-1.259174
KDS 789W - Fuso,2.91072E+11,GPS,73 km/h,5/8/2026 13:20,5/8/2026 13:20,18 s,High-Speed Warning,36.641598/-1.1714,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,73,18,13,Friday,36.641598,-1.1714
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 11:01,5/8/2026 11:02,18 s,High-Speed Warning,36.003451/-1.112972,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,18,11,Friday,36.003451,-1.112972
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/7/2026 15:11,5/7/2026 15:11,18 s,High-Speed Warning,35.293471/-0.643815,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,18,15,Thursday,35.293471,-0.643815
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/6/2026 18:28,5/6/2026 18:28,18 s,High-Speed Warning,35.190865/-0.019854,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,18,18,Wednesday,35.190865,-0.019854
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/5/2026 14:06,5/5/2026 14:07,18 s,High-Speed Warning,34.73533/-0.576716,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,18,14,Tuesday,34.73533,-0.576716
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/5/2026 7:17,5/5/2026 7:17,18 s,High-Speed Warning,35.139921/-0.69738,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,18,7,Tuesday,35.139921,-0.69738
KDV 176A - Probox,2.91079E+11,GPS,80 km/h,5/10/2026 16:50,5/10/2026 16:50,18 s,High-Speed Warning,37.227742/-1.408487,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,80,18,16,Sunday,37.227742,-1.408487
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 15:08,5/10/2026 15:09,18 s,High-Speed Warning,37.004395/-1.456567,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,18,15,Sunday,37.004395,-1.456567
KDV 176A - Probox,2.91079E+11,GPS,49 km/h,5/8/2026 22:23,5/8/2026 22:23,18 s,Seatbelt Detection,36.903814/-1.348211,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,49,18,22,Friday,36.903814,-1.348211
KDV 176A - Probox,2.91079E+11,GPS,64 km/h,5/8/2026 22:23,5/8/2026 22:23,18 s,Seatbelt Detection,36.905532/-1.351403,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,64,18,22,Friday,36.905532,-1.351403
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/8/2026 19:09,5/8/2026 19:10,18 s,High-Speed Warning,36.933711/-1.385887,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,18,19,Friday,36.933711,-1.385887
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/8/2026 17:59,5/8/2026 17:59,18 s,High-Speed Warning,37.006482/-1.458976,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,18,17,Friday,37.006482,-1.458976
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/8/2026 13:31,5/8/2026 13:31,18 s,High-Speed Warning,37.332264/-1.527635,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,18,13,Friday,37.332264,-1.527635
KDV 176A - Probox,2.91079E+11,GPS,62 km/h,5/7/2026 21:57,5/7/2026 21:57,18 s,Seatbelt Detection,36.893561/-1.336894,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,62,18,21,Thursday,36.893561,-1.336894
KDV 176A - Probox,2.91079E+11,GPS,39 km/h,5/7/2026 21:43,5/7/2026 21:43,18 s,Seatbelt Detection,36.966641/-1.435973,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,39,18,21,Thursday,36.966641,-1.435973
KDV 176A - Probox,2.91079E+11,GPS,80 km/h,5/6/2026 16:36,5/6/2026 16:37,18 s,No Driver detected,36.887321/-1.29991,Sun rays,KDV 176A - 04.05.2026-10.05.2026.xlsx,80,18,16,Wednesday,36.887321,-1.29991
KDV 176A - Probox,2.91079E+11,GPS,80 km/h,5/5/2026 12:40,5/5/2026 12:40,18 s,Seatbelt Detection,37.0374/-1.278495,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,80,18,12,Tuesday,37.0374,-1.278495
KDV 176A - Probox,2.91079E+11,GPS,79 km/h,5/5/2026 12:38,5/5/2026 12:38,18 s,Seatbelt Detection,37.055326/-1.28057,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,79,18,12,Tuesday,37.055326,-1.28057
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 12:20,5/5/2026 12:20,18 s,High-Speed Warning,37.224122/-1.289323,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,18,12,Tuesday,37.224122,-1.289323
KDV 176A - Probox,2.91079E+11,GPS,93 km/h,5/5/2026 12:17,5/5/2026 12:17,18 s,Seatbelt Detection,37.255952/-1.284329,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,93,18,12,Tuesday,37.255952,-1.284329
KDV 176A - Probox,2.91079E+11,GPS,42 km/h,5/5/2026 4:11,5/5/2026 4:11,18 s,Seatbelt Detection,37.329236/-1.269448,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,42,18,4,Tuesday,37.329236,-1.269448
KDV 176A - Probox,2.91079E+11,GPS,55 km/h,5/5/2026 4:05,5/5/2026 4:06,18 s,Seatbelt Detection,37.326084/-1.306546,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,55,18,4,Tuesday,37.326084,-1.306546
KDV 176A - Probox,2.91079E+11,GPS,55 km/h,5/5/2026 3:51,5/5/2026 3:51,18 s,Seatbelt Detection,37.341106/-1.356226,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,55,18,3,Tuesday,37.341106,-1.356226
KDV 176A - Probox,2.91079E+11,GPS,92 km/h,5/5/2026 2:24,5/5/2026 2:24,18 s,Seatbelt Detection,37.130568/-1.277184,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,92,18,2,Tuesday,37.130568,-1.277184
KDV 176A - Probox,2.91079E+11,GPS,91 km/h,5/5/2026 2:06,5/5/2026 2:07,18 s,Seatbelt Detection,36.972365/-1.274569,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,91,18,2,Tuesday,36.972365,-1.274569
KDV 176A - Probox,2.91079E+11,GPS,70 km/h,5/4/2026 22:32,5/4/2026 22:32,18 s,Seatbelt Detection,36.888567/-1.304414,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,70,18,22,Monday,36.888567,-1.304414
KDV 176A - Probox,2.91079E+11,GPS,56 km/h,5/4/2026 20:53,5/4/2026 20:53,18 s,Seatbelt Detection,36.884501/-1.287643,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,56,18,20,Monday,36.884501,-1.287643
KDV 834X - Isuzu D/Max,2.91072E+11,GPS,84 km/h,5/5/2026 15:56,5/5/2026 15:56,18 s,Seatbelt Detection,36.976206/-1.132257,Invalid,KDX 834X - 04.05.2026-10.05.2026.xlsx,84,18,15,Tuesday,36.976206,-1.132257
KDV 834X - Isuzu D/Max,2.91072E+11,GPS,65 km/h,5/5/2026 13:17,5/5/2026 13:17,18 s,Seatbelt Detection,36.989645/-0.403499,Invalid,KDX 834X - 04.05.2026-10.05.2026.xlsx,65,18,13,Tuesday,36.989645,-0.403499
KDV 834X - Isuzu D/Max,2.91072E+11,GPS,33 km/h,5/5/2026 9:24,5/5/2026 9:24,18 s,Seatbelt Detection,36.394963/0.03036,Invalid,KDX 834X - 04.05.2026-10.05.2026.xlsx,33,18,9,Tuesday,36.394963,0.03036
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,68 km/h,5/4/2026 16:26,5/4/2026 16:26,19 s,Seatbelt Detection,36.129488/-1.095029,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,68,19,16,Monday,36.129488,-1.095029
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,35 km/h,5/4/2026 14:35,5/4/2026 14:35,19 s,Seatbelt Detection,35.873549/-1.089935,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,35,19,14,Monday,35.873549,-1.089935
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,42 km/h,5/4/2026 12:44,5/4/2026 12:45,19 s,Seatbelt Detection,35.429401/-0.954354,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,42,19,12,Monday,35.429401,-0.954354
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,58 km/h,5/4/2026 11:38,5/4/2026 11:39,19 s,Seatbelt Detection,35.354029/-0.836403,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,58,19,11,Monday,35.354029,-0.836403
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,64 km/h,5/4/2026 11:05,5/4/2026 11:05,19 s,Seatbelt Detection,35.207863/-0.746752,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,64,19,11,Monday,35.207863,-0.746752
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,36 km/h,5/4/2026 8:36,5/4/2026 8:37,19 s,Seatbelt Detection,34.797091/-0.702064,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,36,19,8,Monday,34.797091,-0.702064
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,33 km/h,5/4/2026 8:31,5/4/2026 8:32,19 s,Seatbelt Detection,34.7784/-0.683928,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,33,19,8,Monday,34.7784,-0.683928
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,63 km/h,5/4/2026 7:49,5/4/2026 7:50,19 s,Seatbelt Detection,34.606991/-0.616047,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,63,19,7,Monday,34.606991,-0.616047
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,64 km/h,5/4/2026 7:42,5/4/2026 7:42,19 s,Seatbelt Detection,34.568555/-0.599135,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,64,19,7,Monday,34.568555,-0.599135
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,57 km/h,5/6/2026 16:48,5/6/2026 16:49,19 s,Fatigue Warning,34.88408/-1.052202,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,57,19,16,Wednesday,34.88408,-1.052202
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,52 km/h,5/6/2026 10:10,5/6/2026 10:10,19 s,Seatbelt Detection,34.66694/-0.659074,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,52,19,10,Wednesday,34.66694,-0.659074
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,63 km/h,5/6/2026 10:00,5/6/2026 10:00,19 s,Seatbelt Detection,34.59747/-0.606348,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,63,19,10,Wednesday,34.59747,-0.606348
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,48 km/h,5/6/2026 10:00,5/6/2026 10:00,19 s,Seatbelt Detection,34.595593/-0.60446,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,48,19,10,Wednesday,34.595593,-0.60446
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,76 km/h,5/5/2026 16:20,5/5/2026 16:20,19 s,Fatigue Warning,34.433414/-0.65961,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,76,19,16,Tuesday,34.433414,-0.65961
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,70 km/h,5/4/2026 1:17,5/4/2026 1:17,19 s,Fatigue Warning,34.661186/-0.645103,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,70,19,1,Monday,34.661186,-0.645103
KDP 967Z - Probox,2.91072E+11,GPS,93 km/h,5/9/2026 17:03,5/9/2026 17:04,19 s,High-Speed Warning,36.891511/-1.219475,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,93,19,17,Saturday,36.891511,-1.219475
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/8/2026 12:11,5/8/2026 12:11,19 s,High-Speed Warning,36.936642/-1.183056,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,19,12,Friday,36.936642,-1.183056
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/8/2026 12:10,5/8/2026 12:10,19 s,High-Speed Warning,36.943595/-1.175334,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,19,12,Friday,36.943595,-1.175334
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/5/2026 9:45,5/5/2026 9:45,19 s,High-Speed Warning,36.873147/-1.2348,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,19,9,Tuesday,36.873147,-1.2348
KDP 967Z - Probox,2.91072E+11,GPS,41 km/h,5/4/2026 21:45,5/4/2026 21:45,19 s,Seatbelt Detection,36.969503/-1.169163,Invalid,KDP 967Z -  04.05.2026-10.05.2026.xlsx,41,19,21,Monday,36.969503,-1.169163
KDS 789W - Fuso,2.91072E+11,GPS,80 km/h,5/8/2026 13:58,5/8/2026 13:58,19 s,High-Speed Warning,36.788547/-1.25979,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,80,19,13,Friday,36.788547,-1.25979
KDV 176A - Probox,2.91079E+11,GPS,81 km/h,5/10/2026 18:00,5/10/2026 18:00,19 s,High-Speed Warning,37.341324/-1.293675,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,81,19,18,Sunday,37.341324,-1.293675
KDV 176A - Probox,2.91079E+11,GPS,88 km/h,5/10/2026 17:02,5/10/2026 17:02,19 s,Seatbelt Detection,37.282798/-1.327935,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,88,19,17,Sunday,37.282798,-1.327935
KDV 176A - Probox,2.91079E+11,GPS,78 km/h,5/10/2026 14:48,5/10/2026 14:48,19 s,Seatbelt Detection,36.921726/-1.373509,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,78,19,14,Sunday,36.921726,-1.373509
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/8/2026 12:24,5/8/2026 12:24,19 s,High-Speed Warning,36.997102/-1.446954,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,19,12,Friday,36.997102,-1.446954
KDV 176A - Probox,2.91079E+11,GPS,93 km/h,5/8/2026 12:05,5/8/2026 12:06,19 s,Seatbelt Detection,36.916985/-1.369394,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,93,19,12,Friday,36.916985,-1.369394
KDV 176A - Probox,2.91079E+11,GPS,68 km/h,5/7/2026 21:54,5/7/2026 21:55,19 s,Fatigue Warning,36.906583/-1.355267,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,68,19,21,Thursday,36.906583,-1.355267
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/5/2026 13:02,5/5/2026 13:03,19 s,High-Speed Warning,36.917813/-1.318137,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,19,13,Tuesday,36.917813,-1.318137
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 12:52,5/5/2026 12:52,19 s,High-Speed Warning,36.97334/-1.273905,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,19,12,Tuesday,36.97334,-1.273905
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/5/2026 12:22,5/5/2026 12:22,19 s,High-Speed Warning,37.198973/-1.287803,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,19,12,Tuesday,37.198973,-1.287803
KDV 176A - Probox,2.91079E+11,GPS,34 km/h,5/5/2026 4:12,5/5/2026 4:13,19 s,Seatbelt Detection,37.321547/-1.266948,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,34,19,4,Tuesday,37.321547,-1.266948
KDV 176A - Probox,2.91079E+11,GPS,33 km/h,5/5/2026 3:58,5/5/2026 3:58,19 s,Seatbelt Detection,37.328144/-1.331136,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,33,19,3,Tuesday,37.328144,-1.331136
KDV 834X - Isuzu D/Max,2.91072E+11,GPS,49 km/h,5/4/2026 10:13,5/4/2026 10:13,19 s,Seatbelt Detection,34.987523/-0.52989,Invalid,KDX 834X - 04.05.2026-10.05.2026.xlsx,49,19,10,Monday,34.987523,-0.52989
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/10/2026 11:29,5/10/2026 11:31,2 min 0 s,High-Speed Warning,36.904739/-1.347594,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,120,11,Sunday,36.904739,-1.347594
